Date,L#SD_sim,GSTD_sim,SWAD_sim,GWAD_sim,RWAD_sim,CWAD_sim,PWAD_sim,CHTD_sim,CWID_sim,RDPD_sim,L#SD_obs,GSTD_obs,SWAD_obs,GWAD_obs,RWAD_obs,CWAD_obs,PWAD_obs,CHTD_obs,CWID_obs,RDPD_obs,situation,simulation_no,experiment,trno,site,year,cultivar,nitrogen_kg_ha,density_plants_m2
2022-07-27,NA,5,1003,87,NA,1653,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-07-28,NA,5,1012,90,NA,1667,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-07-29,NA,5,1015,93,NA,1677,NA,1.64,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-07-30,NA,5,1035,96,NA,1705,NA,1.64,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-07-31,NA,5,1043,99,NA,1718,NA,1.64,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-01,NA,5,1046,101,NA,1725,NA,1.65,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-02,NA,5,1044,104,NA,1730,NA,1.65,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-03,NA,5,1062,106,NA,1756,NA,1.65,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-04,NA,5,1066,109,NA,1765,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.1294871794871795,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-05,NA,5,1076,111,NA,1779,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-06,NA,5,1076,114,NA,1782,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-07,NA,5,1073,116,NA,1783,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-08,NA,5,1081,118,NA,1795,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-09,NA,5,1075,121,NA,1792,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-10,NA,5,1073,123,NA,1796,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-11,NA,5,1076,125,NA,1802,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-12,NA,5,1071,127,NA,1799,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-13,NA,5,1070,129,NA,1798,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-14,NA,7,1062,131,NA,1791,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-15,NA,7,1062,132,NA,1776,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-16,NA,7,1055,134,NA,1753,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.123,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-17,NA,7,1059,135,NA,1738,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-18,NA,7,1045,136,NA,1705,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-19,NA,7,1041,138,NA,1687,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-20,NA,7,1043,139,NA,1674,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-21,NA,7,1039,140,NA,1653,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-22,NA,7,1025,141,NA,1621,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-23,NA,7,1019,142,NA,1604,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-24,NA,7,1017,143,NA,1588,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-25,NA,7,1011,143,NA,1567,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-26,NA,7,1004,144,NA,1547,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-27,NA,7,993,144,NA,1522,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-28,NA,7,984,145,NA,1503,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-29,NA,7,981,145,NA,1489,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-30,NA,7,973,146,NA,1470,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-08-31,NA,7,972,146,NA,1458,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-01,NA,7,965,146,NA,1439,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-02,NA,7,957,146,NA,1421,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-03,NA,7,951,146,NA,1406,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-04,NA,7,942,146,NA,1387,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-05,NA,7,939,146,NA,1375,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-06,NA,7,934,146,NA,1361,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.1365,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-07,NA,7,928,147,NA,1346,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-08,NA,8,918,147,NA,1327,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-09,NA,8,913,147,NA,1315,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-10,NA,8,906,147,NA,1300,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-11,NA,8,899,147,NA,1285,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-12,NA,8,894,147,NA,1272,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-13,NA,8,887,147,NA,1258,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-14,NA,8,880,147,NA,1244,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-09-15,NA,8,874,147,NA,1232,NA,1.66,0.2,NA,NA,NA,1532,414.85,NA,1709.4857142857143,NA,1.0904651162790697,0.45666666666666667,NA,UFCI2201_1,4,UFCI2201,1,PSREU,2022,IH Williams,0,50.7
2022-05-04,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-05,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-06,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-07,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-08,NA,0,1,0,NA,3,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-09,NA,0,1,0,NA,4,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-10,NA,0,1,0,NA,4,NA,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-11,NA,0,1,0,NA,5,NA,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-12,NA,0,1,0,NA,6,NA,0.03,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-13,NA,0,1,0,NA,7,NA,0.04,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-14,NA,0,2,0,NA,9,NA,0.05,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-15,NA,0,2,0,NA,11,NA,0.05,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-16,NA,0,2,0,NA,14,NA,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-17,NA,0,2,0,NA,18,NA,0.07,0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.06333333333333334,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-18,NA,0,3,0,NA,21,NA,0.08,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-19,NA,0,3,0,NA,27,NA,0.09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-20,NA,0,5,0,NA,31,NA,0.1,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-21,NA,0,7,0,NA,36,NA,0.12,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-22,NA,0,10,0,NA,43,NA,0.14,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-23,NA,0,13,0,NA,52,NA,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-24,NA,0,17,0,NA,62,NA,0.17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.08075,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-25,NA,0,22,0,NA,73,NA,0.19,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-26,NA,0,27,0,NA,86,NA,0.22,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-27,NA,0,31,0,NA,96,NA,0.24,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-28,NA,0,38,0,NA,114,NA,0.27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-29,NA,0,47,0,NA,135,NA,0.29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-30,NA,0,57,0,NA,158,NA,0.32,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-05-31,NA,0,68,0,NA,183,NA,0.34,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-01,NA,0,80,0,NA,212,NA,0.37,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-02,NA,1,95,0,NA,247,NA,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-03,NA,1,113,0,NA,286,NA,0.43,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-04,NA,1,133,0,NA,331,NA,0.46,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-05,NA,1,155,0,NA,379,NA,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-06,NA,1,179,0,NA,430,NA,0.54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-07,NA,1,208,0,NA,491,NA,0.57,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.53325,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-08,NA,1,240,0,NA,558,NA,0.61,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-09,NA,1,275,0,NA,629,NA,0.64,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-10,NA,1,309,0,NA,696,NA,0.68,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-11,NA,3,346,0,NA,769,NA,0.72,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-12,NA,3,387,0,NA,847,NA,0.76,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-13,NA,3,434,0,NA,937,NA,0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-14,NA,3,482,0,NA,1028,NA,0.84,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-15,NA,3,537,0,NA,1132,NA,0.87,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-16,NA,3,595,0,NA,1238,NA,0.91,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-17,NA,3,657,0,NA,1352,NA,0.94,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-18,NA,5,709,0,NA,1447,NA,0.98,0.2,NA,NA,NA,NA,NA,NA,2047.5,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-19,NA,5,761,0,NA,1540,NA,1.02,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-20,NA,5,830,0,NA,1662,NA,1.05,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-21,NA,5,904,0,NA,1791,NA,1.09,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.25775,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-22,NA,5,980,1,NA,1922,NA,1.13,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-23,NA,5,1041,2,NA,2027,NA,1.17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-24,NA,5,1088,3,NA,2108,NA,1.21,0.2,NA,NA,NA,1357.7142857142858,NA,NA,2885.714285714286,NA,NA,0.25857142857142856,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-25,NA,5,1153,4,NA,2217,NA,1.25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-26,NA,5,1241,6,NA,2366,NA,1.29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-27,NA,5,1320,8,NA,2499,NA,1.33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-28,NA,5,1397,11,NA,2627,NA,1.38,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-29,NA,5,1485,14,NA,2773,NA,1.42,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-06-30,NA,5,1574,18,NA,2919,NA,1.46,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-01,NA,5,1648,22,NA,3041,NA,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-02,NA,5,1697,27,NA,3120,NA,1.55,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-03,NA,5,1779,32,NA,3255,NA,1.59,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-04,NA,5,1880,38,NA,3418,NA,1.62,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-05,NA,5,1942,45,NA,3521,NA,1.66,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.747,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-06,NA,5,2040,52,NA,3684,NA,1.69,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-07,NA,5,2130,60,NA,3832,NA,1.71,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-08,NA,5,2221,69,NA,3984,NA,1.74,0.2,NA,NA,NA,NA,NA,NA,4207.5,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-09,NA,5,2306,79,NA,4126,NA,1.76,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-10,NA,5,2376,90,NA,4244,NA,1.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-11,NA,5,2469,102,NA,4403,NA,1.81,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-12,NA,5,2570,115,NA,4575,NA,1.82,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-13,NA,5,2673,128,NA,4750,NA,1.84,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-14,NA,5,2754,141,NA,4891,NA,1.85,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-15,NA,5,2861,155,NA,5076,NA,1.87,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-16,NA,5,2887,171,NA,5133,NA,1.89,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-17,NA,5,2964,187,NA,5275,NA,1.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-18,NA,5,3018,204,NA,5380,NA,1.92,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-19,NA,5,3087,221,NA,5511,NA,1.93,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
2022-07-20,NA,5,3148,239,NA,5629,NA,1.95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_2,5,UFCI2201,2,PSREU,2022,IH Williams,280,40.8
