Date,L#SD_sim,GSTD_sim,SWAD_sim,GWAD_sim,RWAD_sim,CWAD_sim,PWAD_sim,CHTD_sim,CWID_sim,RDPD_sim,L#SD_obs,GSTD_obs,SWAD_obs,GWAD_obs,RWAD_obs,CWAD_obs,PWAD_obs,CHTD_obs,CWID_obs,RDPD_obs,situation,simulation_no,experiment,trno,site,year,cultivar,nitrogen_kg_ha,density_plants_m2
2022-07-19,NA,7,1122,585,NA,2397,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-20,NA,7,1132,603,NA,2413,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-21,NA,7,1155,619,NA,2448,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,2865.4,NA,0.9126,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-22,NA,7,1171,633,NA,2470,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-23,NA,7,1186,645,NA,2490,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-24,NA,7,1201,657,NA,2510,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-25,NA,7,1223,666,NA,2539,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-26,NA,7,1243,674,NA,2562,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-27,NA,7,1262,680,NA,2584,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-28,NA,8,1285,685,NA,2609,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-29,NA,8,1311,687,NA,2638,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-30,NA,8,1338,689,NA,2668,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-07-31,NA,8,1365,691,NA,2696,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-01,NA,8,1392,691,NA,2725,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-02,NA,8,1413,691,NA,2745,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-03,NA,8,1438,691,NA,2769,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-04,NA,8,1465,691,NA,2797,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.0136,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-05,NA,8,1485,691,NA,2815,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-06,NA,8,1499,691,NA,2824,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-07,NA,8,1518,691,NA,2841,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2022-08-08,NA,8,1531,691,NA,2849,NA,1.21,0.2,NA,NA,NA,NA,829.88,NA,2753.6,NA,NA,NA,NA,UFCI2201_4,7,UFCI2201,4,PSREU,2022,NWG 2730,168,40.5
2021-05-26,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-05-27,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-05-28,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-05-29,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-05-30,0,NA,2,0,3,5,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-05-31,0.3,NA,2,0,3,6,NA,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-01,0.6,NA,2,0,3,7,NA,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-02,0.9,NA,2,0,4,9,NA,0.03,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-03,1.2,NA,2,0,4,10,NA,0.04,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-04,1.5,NA,2,0,4,13,NA,0.05,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-05,1.7,NA,3,0,4,14,NA,0.05,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-06,2,NA,3,0,5,18,NA,0.06,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-07,2.3,NA,3,0,6,22,NA,0.07,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-08,2.5,NA,4,0,7,25,NA,0.08,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-09,2.8,NA,5,0,9,31,NA,0.09,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-10,3.1,NA,6,0,11,34,NA,0.11,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-11,3.3,NA,8,0,13,40,NA,0.12,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-12,3.6,NA,11,0,15,46,NA,0.14,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-13,3.9,NA,13,0,18,52,NA,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-14,4.1,NA,17,0,20,60,NA,0.17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-15,4.3,NA,20,0,23,69,NA,0.19,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-16,4.6,NA,25,0,27,80,NA,0.21,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-17,4.8,NA,30,0,31,92,NA,0.23,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-18,5.1,NA,33,0,33,99,NA,0.26,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-19,5.4,NA,38,0,36,109,NA,0.28,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-20,5.6,NA,44,0,40,126,NA,0.31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-21,5.9,NA,49,0,44,137,NA,0.34,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-22,6.2,NA,56,0,49,154,NA,0.37,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-23,6.4,NA,63,0,54,172,NA,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-24,6.7,NA,71,0,62,190,NA,0.43,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-25,7,NA,79,0,69,210,NA,0.46,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-26,7.2,NA,88,0,75,232,NA,0.49,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-27,7.5,NA,97,0,81,250,NA,0.53,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-28,7.8,NA,108,0,86,274,NA,0.56,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-29,8.1,NA,120,0,93,302,NA,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.29575,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-06-30,8.3,NA,130,0,99,324,NA,0.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-01,8.6,NA,143,0,106,354,NA,0.67,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-02,8.9,NA,156,0,113,382,NA,0.71,0.2,NA,6,NA,141.025,NA,54.45,290.775,NA,0.40575,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-03,9.1,NA,171,0,120,415,NA,0.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-04,9.4,NA,186,0,128,447,NA,0.78,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-05,9.7,NA,194,0,134,464,NA,0.82,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-06,10,NA,207,0,141,489,NA,0.86,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-07,10.2,NA,228,0,150,527,NA,0.91,0.2,NA,7.666666666666667,NA,231.63333333333335,NA,64.9,477.5,NA,0.546,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-08,10.5,NA,252,0,161,568,NA,0.95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-09,10.7,NA,266,0,171,594,NA,0.98,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-10,11,NA,285,0,179,628,NA,1.02,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-11,11.3,NA,311,0,188,668,NA,1.06,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-12,11.5,NA,344,0,202,715,NA,1.09,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-13,11.8,NA,370,0,222,751,NA,1.12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-14,12.1,NA,392,0,247,784,NA,1.14,0.2,NA,11,NA,NA,NA,NA,NA,NA,0.47075,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-15,12.3,NA,420,0,268,825,NA,1.16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-16,12.6,NA,435,0,287,851,NA,1.19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-17,12.8,NA,475,0,298,906,NA,1.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-18,13.1,NA,486,0,315,927,NA,1.24,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-19,13.4,NA,509,0,322,965,NA,1.26,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-20,13.7,NA,535,0,333,1006,NA,1.29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-21,13.9,NA,575,0,346,1061,NA,1.31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-22,14.2,NA,593,0,372,1090,NA,1.33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-23,14.4,NA,624,0,390,1137,NA,1.35,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-24,14.7,NA,653,0,408,1182,NA,1.37,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-25,14.9,NA,694,1,421,1238,NA,1.38,0.2,NA,NA,NA,510.6,NA,NA,1014.925,NA,1.325,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-26,15.1,NA,711,1,441,1269,NA,1.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-27,15.4,NA,743,2,449,1323,NA,1.41,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-28,15.6,NA,789,3,458,1385,NA,1.42,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-29,15.8,NA,809,5,479,1420,NA,1.43,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-30,16.1,NA,852,6,489,1483,NA,1.44,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-07-31,16.3,NA,877,8,508,1524,NA,1.45,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-01,16.5,NA,938,10,515,1602,NA,1.46,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-02,16.8,NA,946,13,532,1618,NA,1.47,0.2,NA,14.4,NA,NA,NA,NA,NA,NA,1.6206,0.2662,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-03,17.1,NA,992,15,539,1681,NA,1.48,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-04,17.3,NA,1007,18,560,1705,NA,1.49,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-05,17.6,NA,1053,21,573,1768,NA,1.49,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-06,17.8,NA,1069,25,599,1793,NA,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-07,18.1,NA,1116,28,607,1855,NA,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-08,18.3,NA,1126,32,623,1877,NA,1.51,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-09,18.5,NA,1173,36,627,1940,NA,1.51,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-10,18.7,NA,1188,40,648,1964,NA,1.52,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-11,19,NA,1204,45,664,1994,NA,1.52,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-12,19.2,NA,1213,50,667,2015,NA,1.53,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-13,19.5,NA,1238,55,673,2060,NA,1.53,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-14,19.7,NA,1286,60,675,2124,NA,1.54,0.2,NA,16.5,NA,1431.1,NA,162,2241,NA,1.6484,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-15,19.9,NA,1312,66,688,2160,NA,1.54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-16,20.2,NA,1308,71,699,2162,NA,1.54,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-17,20.4,NA,1344,76,704,2214,NA,1.55,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-18,20.6,NA,1351,81,719,2230,NA,1.55,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-19,20.8,NA,1364,86,729,2257,NA,1.56,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-20,21.1,NA,1369,91,732,2273,NA,1.56,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-21,21.3,NA,1400,95,734,2316,NA,1.57,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-22,21.5,NA,1406,100,751,2328,NA,1.57,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-23,21.7,NA,1406,105,759,2339,NA,1.57,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-24,22,NA,1445,109,763,2391,NA,1.58,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-25,22.2,NA,1444,114,781,2397,NA,1.58,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-26,22.4,NA,1470,119,791,2436,NA,1.58,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-27,22.6,NA,1474,124,806,2450,NA,1.59,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-28,22.9,NA,1480,128,808,2463,NA,1.59,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-29,23.1,NA,1463,133,806,2451,NA,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-30,23.4,NA,1445,138,802,2435,NA,1.61,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-08-31,23.6,NA,1476,142,806,2478,NA,1.61,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-01,23.6,NA,1490,146,820,2497,NA,1.62,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-02,23.6,NA,1505,150,837,2518,NA,1.62,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-03,23.6,NA,1504,154,853,2525,NA,1.62,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-04,23.6,NA,1524,158,858,2553,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-05,23.6,NA,1517,161,866,2552,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-06,23.6,NA,1538,165,868,2581,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-07,23.6,NA,1530,168,876,2577,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-08,23.6,NA,1524,172,874,2578,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
2021-09-09,23.6,NA,1536,175,874,2596,NA,1.63,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UFJA2101_1,8,UFJA2101,1,WFREC,2021,IH Williams,0,66.8
